Name_of_Space_Object,International_Designator,National_Designator_s1,Launch_Date,Launching_State,Launch_Site,Launch_Vehicle,Basic_Perigee,Basic_Apogee,Basic_Inclination,Current_Function,Status
Starlink-32338,2024-183L,,2024-10-15,,,,,,,,in orbit
Starlink-31837,2024-183F,,2024-10-15,,,,,,,,in orbit
Starlink-32136,2024-183G,,2024-10-15,,,,,,,,in orbit
Starlink-31756,2024-183J,,2024-10-15,,,,,,,,in orbit
Starlink-32172,2024-183K,,2024-10-15,,,,,,,,in orbit
Starlink-32297,2024-183N,,2024-10-15,,,,,,,,in orbit
Starlink-32260,2024-183P,,2024-10-15,,,,,,,,in orbit
Starlink-32205,2024-183Q,,2024-10-15,,,,,,,,in orbit
Starlink-32047,2024-183H,,2024-10-15,,,,,,,,in orbit
Starlink-32174,2024-183A,,2024-10-15,,,,,,,,in orbit
Starlink-32140,2024-183C,,2024-10-15,,,,,,,,in orbit
Starlink-32201,2024-183D,,2024-10-15,,,,,,,,in orbit
Starlink-32139,2024-183B,,2024-10-15,,,,,,,,in orbit
Starlink-32296,2024-183R,,2024-10-15,,,,,,,,in orbit
Starlink-32313,2024-183U,,2024-10-15,,,,,,,,in orbit
Starlink-32298,2024-183S,,2024-10-15,,,,,,,,in orbit
Starlink-32293,2024-183T,,2024-10-15,,,,,,,,in orbit
Starlink-32319,2024-183V,,2024-10-15,,,,,,,,in orbit
Starlink-32351,2024-183W,,2024-10-15,,,,,,,,in orbit
Starlink-32358,2024-183Y,,2024-10-15,,,,,,,,in orbit
Starlink-32261,2024-183X,,2024-10-15,,,,,,,,in orbit
Starlink-11354,2024-184A,,2024-10-15,,,,,,,,in orbit
Starlink-11323,2024-184B,,2024-10-15,,,,,,,,in orbit
Starlink-11338,2024-184C,,2024-10-15,,,,,,,,in orbit
Starlink-32476,2024-184U,,2024-10-15,,,,,,,,in orbit
Starlink-32366,2024-184V,,2024-10-15,,,,,,,,in orbit
Starlink-11362,2024-184D,,2024-10-15,,,,,,,,in orbit
Starlink-11295,2024-184E,,2024-10-15,,,,,,,,in orbit
Starlink-11331,2024-184F,,2024-10-15,,,,,,,,in orbit
Starlink-11325,2024-184G,,2024-10-15,,,,,,,,in orbit
Starlink-11350,2024-184J,,2024-10-15,,,,,,,,in orbit
Starlink-11332,2024-184H,,2024-10-15,,,,,,,,in orbit
Starlink-32445,2024-184Q,,2024-10-15,,,,,,,,in orbit
Starlink-32406,2024-184P,,2024-10-15,,,,,,,,in orbit
Starlink-32424,2024-184S,,2024-10-15,,,,,,,,in orbit
Starlink-32389,2024-184T,,2024-10-15,,,,,,,,in orbit
Starlink-11357,2024-184K,,2024-10-15,,,,,,,,in orbit
Starlink-32411,2024-184R,,2024-10-15,,,,,,,,in orbit
Starlink-11349,2024-184N,,2024-10-15,,,,,,,,in orbit
Starlink-11364,2024-184M,,2024-10-15,,,,,,,,in orbit
Starlink-11322,2024-184L,,2024-10-15,,,,,,,,in orbit
Europa Clipper,2024-182A,,2024-10-14,,,,,,,,heliocentric
,2024-181A,,2024-10-10,,,,,,,,in GSO
,1998-067WZ,,2024-10-08,,,,,,,,in orbit
DORA,1998-067XA,,2024-10-08,,,,,,,,decayed
,2024-180A,,2024-10-07,,,,,,,,in orbit
Dragon Freedom-2,2024-178A,,2024-09-28,,,,,,,,recovered
,2024-177A,,2024-09-27,,,,,,,,recovered
,2024-176A,,2024-09-26,,,,,,,,in orbit
Starlink-11300,2024-175A,,2024-09-25,,,,,,,,in orbit
Starlink-11280,2024-175C,,2024-09-25,,,,,,,,in orbit
Starlink-11308,2024-175D,,2024-09-25,,,,,,,,in orbit
Starlink-11317,2024-175F,,2024-09-25,,,,,,,,in orbit
Starlink-11293,2024-175G,,2024-09-25,,,,,,,,in orbit
Starlink-11305,2024-175E,,2024-09-25,,,,,,,,in orbit
Starlink-11276,2024-175B,,2024-09-25,,,,,,,,in orbit
Starlink-32435,2024-175S,,2024-09-25,,,,,,,,in orbit
Starlink-32474,2024-175T,,2024-09-25,,,,,,,,in orbit
Starlink-32447,2024-175U,,2024-09-25,,,,,,,,in orbit
Starlink-32446,2024-175V,,2024-09-25,,,,,,,,in orbit
Starlink-11311,2024-175L,,2024-09-25,,,,,,,,in orbit
Starlink-32431,2024-175P,,2024-09-25,,,,,,,,in orbit
Starlink-32432,2024-175Q,,2024-09-25,,,,,,,,in orbit
Starlink-11334,2024-175H,,2024-09-25,,,,,,,,in orbit
Starlink-11319,2024-175J,,2024-09-25,,,,,,,,in orbit
Starlink-11318,2024-175K,,2024-09-25,,,,,,,,in orbit
Starlink-11306,2024-175M,,2024-09-25,,,,,,,,in orbit
Starlink-11313,2024-175N,,2024-09-25,,,,,,,,in orbit
Starlink-32382,2024-175R,,2024-09-25,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-174*,,2024-09-24,,,,,,,,in orbit
,2024-174*,,2024-09-24,,,,,,,,in orbit
,2024-174*,,2024-09-24,,,,,,,,in orbit
,2024-174*,,2024-09-24,,,,,,,,in orbit
,2024-174*,,2024-09-24,,,,,,,,in orbit
,2024-173*,,2024-09-24,,,,,,,,in orbit
,2024-170C,,2024-09-20,,,,,,,,in orbit
,2024-170B,,2024-09-20,,,,,,,,in orbit
,2024-170A,,2024-09-20,,,,,,,,in orbit
,2024-170D,,2024-09-20,,,,,,,,in orbit
Starlink-11209,2024-171A,,2024-09-20,,,,,,,,in orbit
Starlink-11292,2024-171D,,2024-09-20,,,,,,,,in orbit
Starlink-11277,2024-171F,,2024-09-20,,,,,,,,in orbit
Starlink-11279,2024-171G,,2024-09-20,,,,,,,,in orbit
Starlink-11091,2024-171H,,2024-09-20,,,,,,,,in orbit
Starlink-11291,2024-171J,,2024-09-20,,,,,,,,in orbit
Starlink-11257,2024-171B,,2024-09-20,,,,,,,,in orbit
Starlink-11309,2024-171C,,2024-09-20,,,,,,,,in orbit
Starlink-11302,2024-171E,,2024-09-20,,,,,,,,in orbit
Starlink-32248,2024-171V,,2024-09-20,,,,,,,,in orbit
Starlink-32423,2024-171U,,2024-09-20,,,,,,,,in orbit
,2024-172C,,2024-09-20,,,,,,,,in orbit
,2024-172D,,2024-09-20,,,,,,,,in orbit
,2024-172B,,2024-09-20,,,,,,,,in orbit
,2024-172A,,2024-09-20,,,,,,,,in orbit
,2024-172E,,2024-09-20,,,,,,,,in orbit
,2024-169A,,2024-09-20,,,,,,,,in orbit
,2024-169B,,2024-09-20,,,,,,,,in orbit
,2024-169C,,2024-09-20,,,,,,,,in orbit
,2024-169D,,2024-09-20,,,,,,,,in orbit
,2024-169E,,2024-09-20,,,,,,,,in orbit
,2024-169F,,2024-09-20,,,,,,,,in orbit
Starlink-32436,2024-171R,,2024-09-20,,,,,,,,in orbit
Starlink-11304,2024-171K,,2024-09-20,,,,,,,,in orbit
Starlink-11307,2024-171L,,2024-09-20,,,,,,,,in orbit
Starlink-32386,2024-171P,,2024-09-20,,,,,,,,in orbit
Starlink-32392,2024-171Q,,2024-09-20,,,,,,,,in orbit
Starlink-11298,2024-171M,,2024-09-20,,,,,,,,in orbit
Starlink-11310,2024-171N,,2024-09-20,,,,,,,,in orbit
Starlink-32342,2024-171T,,2024-09-20,,,,,,,,in orbit
Starlink-32425,2024-171S,,2024-09-20,,,,,,,,in orbit
,2024-168*,,2024-09-19,,,,,,,,in orbit
,2024-168*,,2024-09-19,,,,,,,,in orbit
,2024-166*,,2024-09-17,,,,,,,,in orbit
,2024-167A,,2024-09-17,,,,,,,,in orbit
,2024-167B,,2024-09-17,,,,,,,,in orbit
,2024-166A,,2024-09-17,,,,,,,,decayed
,2024-165B,,2024-09-14,,,,,,,,in orbit
Starlink-11156,2024-164G,,2024-09-13,,,,,,,,in orbit
Starlink-11154,2024-164K,,2024-09-13,,,,,,,,in orbit
Starlink-11230,2024-164D,,2024-09-13,,,,,,,,in orbit
Starlink-11294,2024-164E,,2024-09-13,,,,,,,,in orbit
Starlink-11268,2024-164F,,2024-09-13,,,,,,,,in orbit
Starlink-11231,2024-164H,,2024-09-13,,,,,,,,in orbit
Starlink-11299,2024-164J,,2024-09-13,,,,,,,,in orbit
Starlink-11297,2024-164L,,2024-09-13,,,,,,,,in orbit
Starlink-11233,2024-164M,,2024-09-13,,,,,,,,in orbit
Starlink-11286,2024-164A,,2024-09-13,,,,,,,,in orbit
Starlink-11284,2024-164C,,2024-09-13,,,,,,,,in orbit
Starlink-11252,2024-164B,,2024-09-13,,,,,,,,in orbit
Starlink-32350,2024-164P,,2024-09-13,,,,,,,,in orbit
Starlink-32378,2024-164Q,,2024-09-13,,,,,,,,in orbit
Starlink-32321,2024-164R,,2024-09-13,,,,,,,,in orbit
Starlink-32385,2024-164U,,2024-09-13,,,,,,,,in orbit
Starlink-11236,2024-164N,,2024-09-13,,,,,,,,in orbit
Starlink-32381,2024-164S,,2024-09-13,,,,,,,,in orbit
Starlink-32380,2024-164V,,2024-09-13,,,,,,,,in orbit
Starlink-32375,2024-164W,,2024-09-13,,,,,,,,in orbit
Starlink-32368,2024-164T,,2024-09-13,,,,,,,,deorbited
Spacemobile-004,2024-163E,,2024-09-12,,,,,,,,in orbit
Spacemobile-002,2024-163D,,2024-09-12,,,,,,,,in orbit
Spacemobile-003,2024-163A,,2024-09-12,,,,,,,,in orbit
Spacemobile-001,2024-163C,,2024-09-12,,,,,,,,in orbit
Spacemobile-005,2024-163B,,2024-09-12,,,,,,,,in orbit
,2024-162A,,2024-09-11,,,,,,,,recovered
,2024-161A,,2024-09-10,,,,,,,,recovered
USA 400,2024-160A,,2024-09-06,,,,,,,,in orbit
USA 403,2024-160D,,2024-09-06,,,,,,,,in orbit
USA 404,2024-160E,,2024-09-06,,,,,,,,in orbit
USA 405,2024-160F,,2024-09-06,,,,,,,,in orbit
USA 401,2024-160B,,2024-09-06,,,,,,,,in orbit
USA 402,2024-160C,,2024-09-06,,,,,,,,in orbit
USA 406,2024-160G,,2024-09-06,,,,,,,,in orbit
USA 407,2024-160H,,2024-09-06,,,,,,,,in orbit
USA 408,2024-160J,,2024-09-06,,,,,,,,in orbit
USA 409,2024-160K,,2024-09-06,,,,,,,,in orbit
USA 410,2024-160L,,2024-09-06,,,,,,,,in orbit
USA 412,2024-160N,,2024-09-06,,,,,,,,in orbit
USA 414,2024-160Q,,2024-09-06,,,,,,,,in orbit
USA 411,2024-160M,,2024-09-06,,,,,,,,in orbit
USA 413,2024-160P,,2024-09-06,,,,,,,,in orbit
USA 419,2024-160U,,2024-09-06,,,,,,,,in orbit
USA 420,2024-160W,,2024-09-06,,,,,,,,in orbit
USA 417,2024-160T,,2024-09-06,,,,,,,,in orbit
USA 418,2024-160U,,2024-09-06,,,,,,,,in orbit
USA 415,2024-160R,,2024-09-06,,,,,,,,in orbit
USA 416,2024-160S,,2024-09-06,,,,,,,,in orbit
,2024-157A,,2024-09-05,,,,,,,,in orbit
,2024-159A,,2024-09-05,,,,,,,,in orbit
,2024-159C,,2024-09-05,,,,,,,,in orbit
,2024-159B,,2024-09-05,,,,,,,,in orbit
,2024-159D,,2024-09-05,,,,,,,,in orbit
,2024-159F,,2024-09-05,,,,,,,,in orbit
,2024-159E,,2024-09-05,,,,,,,,in orbit
,2024-159G,,2024-09-05,,,,,,,,in orbit
,2024-159H,,2024-09-05,,,,,,,,in orbit
,2024-159J,,2024-09-05,,,,,,,,in orbit
,2024-159K,,2024-09-05,,,,,,,,in orbit
Starlink-11278,2024-158A,,2024-09-05,,,,,,,,deorbited
Starlink-11267,2024-158E,,2024-09-05,,,,,,,,in orbit
Starlink-11283,2024-158D,,2024-09-05,,,,,,,,in orbit
Starlink-11269,2024-158F,,2024-09-05,,,,,,,,in orbit
Starlink-11281,2024-158G,,2024-09-05,,,,,,,,in orbit
Starlink-11260,2024-158H,,2024-09-05,,,,,,,,in orbit
Starlink-11287,2024-158J,,2024-09-05,,,,,,,,in orbit
Starlink-11282,2024-158C,,2024-09-05,,,,,,,,in orbit
Starlink-11289,2024-158B,,2024-09-05,,,,,,,,in orbit
Starlink-11270,2024-158K,,2024-09-05,,,,,,,,in orbit
Starlink-32279,2024-158P,,2024-09-05,,,,,,,,in orbit
Starlink-32336,2024-158Q,,2024-09-05,,,,,,,,in orbit
Starlink-32284,2024-158R,,2024-09-05,,,,,,,,in orbit
Starlink-32282,2024-158S,,2024-09-05,,,,,,,,in orbit
Starlink-32360,2024-158T,,2024-09-05,,,,,,,,in orbit
Starlink-11290,2024-158L,,2024-09-05,,,,,,,,in orbit
Starlink-11274,2024-158M,,2024-09-05,,,,,,,,in orbit
Starlink-11288,2024-158N,,2024-09-05,,,,,,,,in orbit
Starlink-32340,2024-158U,,2024-09-05,,,,,,,,in orbit
Starlink-32357,2024-158V,,2024-09-05,,,,,,,,in orbit
Starlink-32347,2024-158W,,2024-09-05,,,,,,,,in orbit
,2024-156E,,2024-09-03,,,,,,,,in orbit
,2024-156D,,2024-09-03,,,,,,,,in orbit
,2024-156C,,2024-09-03,,,,,,,,in orbit
,2024-156F,,2024-09-03,,,,,,,,in orbit
,2024-156A,,2024-09-03,,,,,,,,in orbit
,2024-156B,,2024-09-03,,,,,,,,in orbit
Starlink-11251,2024-155G,,2024-08-31,,,,,,,,in orbit
Starlink-11204,2024-155H,,2024-08-31,,,,,,,,in orbit
Starlink-11246,2024-155J,,2024-08-31,,,,,,,,in orbit
Starlink-11237,2024-155L,,2024-08-31,,,,,,,,in orbit
Starlink-11245,2024-155B,,2024-08-31,,,,,,,,in orbit
Starlink-11207,2024-155K,,2024-08-31,,,,,,,,in orbit
Starlink-11241,2024-155N,,2024-08-31,,,,,,,,in orbit
Starlink-32276,2024-155W,,2024-08-31,,,,,,,,in orbit
Starlink-11240,2024-155F,,2024-08-31,,,,,,,,in orbit
Starlink-11238,2024-155E,,2024-08-31,,,,,,,,in orbit
Starlink-11159,2024-154C,,2024-08-31,,,,,,,,in orbit
Starlink-11273,2024-154L,,2024-08-31,,,,,,,,in orbit
Starlink-32224,2024-155T,,2024-08-31,,,,,,,,in orbit
Starlink-11190,2024-154J,,2024-08-31,,,,,,,,in orbit
Starlink-11225,2024-154K,,2024-08-31,,,,,,,,in orbit
Starlink-11250,2024-154H,,2024-08-31,,,,,,,,in orbit
Starlink-11264,2024-154D,,2024-08-31,,,,,,,,in orbit
Starlink-11265,2024-154G,,2024-08-31,,,,,,,,in orbit
Starlink-11229,2024-154F,,2024-08-31,,,,,,,,in orbit
Starlink-11226,2024-154E,,2024-08-31,,,,,,,,in orbit
Starlink-11244,2024-155C,,2024-08-31,,,,,,,,in orbit
Starlink-11253,2024-155M,,2024-08-31,,,,,,,,in orbit
Starlink-32262,2024-155Q,,2024-08-31,,,,,,,,in orbit
Starlink-11239,2024-155A,,2024-08-31,,,,,,,,in orbit
Starlink-32258,2024-155R,,2024-08-31,,,,,,,,in orbit
Starlink-11242,2024-154A,,2024-08-31,,,,,,,,in orbit
Starlink-32251,2024-155S,,2024-08-31,,,,,,,,in orbit
Starlink-32288,2024-155V,,2024-08-31,,,,,,,,in orbit
Starlink-32259,2024-155P,,2024-08-31,,,,,,,,in orbit
Starlink-32184,2024-155U,,2024-08-31,,,,,,,,in orbit
Starlink-11243,2024-155D,,2024-08-31,,,,,,,,in orbit
Starlink-11256,2024-154B,,2024-08-31,,,,,,,,in orbit
Starlink-32356,2024-154U,,2024-08-31,,,,,,,,in orbit
Starlink-32274,2024-154V,,2024-08-31,,,,,,,,in orbit
Starlink-32369,2024-154Q,,2024-08-31,,,,,,,,in orbit
Starlink-32345,2024-154T,,2024-08-31,,,,,,,,in orbit
Starlink-11271,2024-154N,,2024-08-31,,,,,,,,in orbit
Starlink-11248,2024-154M,,2024-08-31,,,,,,,,in orbit
Starlink-32317,2024-154R,,2024-08-31,,,,,,,,in orbit
Starlink-32371,2024-154P,,2024-08-31,,,,,,,,in orbit
Starlink-32367,2024-154S,,2024-08-31,,,,,,,,in orbit
Starlink-32373,2024-154W,,2024-08-31,,,,,,,,in orbit
,2024-149DS,,2024-08-30,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,2024-153*,,2024-08-29,,,,,,,,in orbit
,1998-067W*,,2024-08-29,,,,,,,,in orbit
,1998-067W*,,2024-08-29,,,,,,,,in orbit
,1998-067W*,,2024-08-29,,,,,,,,in orbit
,1998-067W*,,2024-08-29,,,,,,,,in orbit
,1998-067WS,,2024-08-29,,,,,,,,in orbit
,1998-067WW,,2024-08-29,,,,,,,,in orbit
,1998-067WX,,2024-08-29,,,,,,,,in orbit
FM197 (LEMUR-2 Sierrini),2024-149DR,,2024-08-29,,,,,,,,in orbit
USA 399,2022-144K,,2024-08-28?,,,,,,,,in orbit
FM198 (LEMUR-2 SquirrelComm),2024-149DQ,,2024-08-28,,,,,,,,in orbit
Starlink-11247,2024-152A,,2024-08-28,,,,,,,,in orbit
Starlink-11188,2024-152C,,2024-08-28,,,,,,,,in orbit
Starlink-11259,2024-152B,,2024-08-28,,,,,,,,in orbit
Starlink-32304,2024-152U,,2024-08-28,,,,,,,,in orbit
Starlink-32280,2024-152S,,2024-08-28,,,,,,,,in orbit
Starlink-32272,2024-152R,,2024-08-28,,,,,,,,in orbit
Starlink-32179,2024-152Q,,2024-08-28,,,,,,,,in orbit
Starlink-32315,2024-152W,,2024-08-28,,,,,,,,in orbit
Starlink-32235,2024-152V,,2024-08-28,,,,,,,,in orbit
Starlink-11266,2024-152N,,2024-08-28,,,,,,,,in orbit
Starlink-32253,2024-152P,,2024-08-28,,,,,,,,in orbit
Starlink-32289,2024-152T,,2024-08-28,,,,,,,,in orbit
Starlink-11255,2024-152L,,2024-08-28,,,,,,,,in orbit
Starlink-11254,2024-152M,,2024-08-28,,,,,,,,in orbit
Starlink-11080,2024-152H,,2024-08-28,,,,,,,,in orbit
Starlink-11146,2024-152K,,2024-08-28,,,,,,,,in orbit
Starlink-11261,2024-152E,,2024-08-28,,,,,,,,in orbit
Starlink-11249,2024-152J,,2024-08-28,,,,,,,,in orbit
Starlink-11235,2024-152G,,2024-08-28,,,,,,,,in orbit
Starlink-11263,2024-152F,,2024-08-28,,,,,,,,in orbit
Starlink-11272,2024-152D,,2024-08-28,,,,,,,,in orbit
FM196 (LEMUR-2 Lloyd),2024-149DP,,2024-08-27,,,,,,,,in orbit
FM199 (LEMUR-2 Ahmed-Asrar),2024-149DN,,2024-08-26,,,,,,,,in orbit
,2024-151A,,2024-08-22,,,,,,,,in GSO
Starlink-31844,2024-150C,,2024-08-20,,,,,,,,in orbit
Starlink-31844,2024-150A,,2024-08-20,,,,,,,,in orbit
Starlink-32204,2024-150B,,2024-08-20,,,,,,,,in orbit
Starlink-32173,2024-150D,,2024-08-20,,,,,,,,in orbit
Starlink-32170,2024-150J,,2024-08-20,,,,,,,,in orbit
Starlink-32209,2024-150H,,2024-08-20,,,,,,,,in orbit
Starlink-32169,2024-150G,,2024-08-20,,,,,,,,in orbit
Starlink-31911,2024-150E,,2024-08-20,,,,,,,,in orbit
Starlink-32208,2024-150R,,2024-08-20,,,,,,,,in orbit
Starlink-32202,2024-150N,,2024-08-20,,,,,,,,in orbit
Starlink-32161,2024-150L,,2024-08-20,,,,,,,,in orbit
Starlink-32165,2024-150S,,2024-08-20,,,,,,,,in orbit
Starlink-31988,2024-150U,,2024-08-20,,,,,,,,in orbit
Starlink-32162,2024-150Q,,2024-08-20,,,,,,,,in orbit
Starlink-31923,2024-150T,,2024-08-20,,,,,,,,in orbit
Starlink-31497,2024-150K,,2024-08-20,,,,,,,,in orbit
Starlink-31930,2024-150P,,2024-08-20,,,,,,,,in orbit
Starlink-31994,2024-150F,,2024-08-20,,,,,,,,in orbit
Starlink-32039,2024-150X,,2024-08-20,,,,,,,,in orbit
Starlink-32210,2024-150M,,2024-08-20,,,,,,,,in orbit
Starlink-31983,2024-150V,,2024-08-20,,,,,,,,in orbit
Starlink-31874,2024-150W,,2024-08-20,,,,,,,,in orbit
,2024-149AQ,,2024-08-16,,,,,,,,in orbit
,2024-149AB,,2024-08-16,,,,,,,,in orbit
,2024-149AJ,,2024-08-16,,,,,,,,in orbit
,2024-149BG,,2024-08-16,,,,,,,,in orbit
,2024-149BE,,2024-08-16,,,,,,,,in orbit
,2024-149BT,,2024-08-16,,,,,,,,in orbit
,2024-149BJ,,2024-08-16,,,,,,,,in orbit
,2024-149BM,,2024-08-16,,,,,,,,in orbit
,2024-149BR,,2024-08-16,,,,,,,,in orbit
,2024-149BN,,2024-08-16,,,,,,,,in orbit
,2024-149BS,,2024-08-16,,,,,,,,in orbit
,2024-149CM,,2024-08-16,,,,,,,,in orbit
,2024-149AG,,2024-08-16,,,,,,,,in orbit
,2024-149BV,,2024-08-16,,,,,,,,in orbit
,2024-149CC,,2024-08-16,,,,,,,,in orbit
,2024-149CD,,2024-08-16,,,,,,,,in orbit
,2024-149BX,,2024-08-16,,,,,,,,in orbit
,2024-149BU,,2024-08-16,,,,,,,,in orbit
,2024-149CN,,2024-08-16,,,,,,,,in orbit
,2024-149CL,,2024-08-16,,,,,,,,in orbit
,2024-149CK,,2024-08-16,,,,,,,,in orbit
,2024-149CP,,2024-08-16,,,,,,,,in orbit
,2024-148J,,2024-08-16,,,,,,,,in orbit
,2024-148H,,2024-08-16,,,,,,,,in orbit
,2024-148G,,2024-08-16,,,,,,,,in orbit
,2024-148F,,2024-08-16,,,,,,,,in orbit
,2024-148D,,2024-08-16,,,,,,,,in orbit
,2024-148C,,2024-08-16,,,,,,,,in orbit
PHISAT 2,2024-149C,,2024-08-16,,,,,,,,in orbit
TYCHE,2024-149AE,,2024-08-16,,,,,,,,in orbit
,2024-149B,,2024-08-16,,,,,,,,in orbit
,2024-149E,,2024-08-16,,,,,,,,in orbit
,2024-149H,,2024-08-16,,,,,,,,in orbit
,2024-149K,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149DM,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149DK,,2024-08-16,,,,,,,,in orbit
,2024-148B,,2024-08-16,,,,,,,,in orbit
,2024-148A,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-148E,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-147A,,2024-08-16,,,,,,,,in orbit
,2024-149J,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149*,,2024-08-16,,,,,,,,in orbit
,2024-149AY,,2024-08-16,,,,,,,,in orbit
Flock 4BE 35,2024-149CU,,2024-08-16,,,,,,,,in orbit
Flock 4BE 5,2024-149CV,,2024-08-16,,,,,,,,in orbit
Flock 4BE 12,2024-149CW,,2024-08-16,,,,,,,,in orbit
Flock 4BE 19,2024-149CZ,,2024-08-16,,,,,,,,in orbit
Flock 4BE 3,2024-149CX,,2024-08-16,,,,,,,,in orbit
EAGLEEYE,2024-149AS,,2024-08-16,,,,,,,,in orbit
TROOP-F2,2024-149CT,,2024-08-16,,,,,,,,in orbit
OreSat0.5,2024-149BK,,2024-08-16,,,,,,,,in orbit
Flock 4BE 30,2024-149AH,,2024-08-16,,,,,,,,in orbit
Flock 4BE 34,2024-149AD,,2024-08-16,,,,,,,,in orbit
Flock 4BE 22,2024-149AC,,2024-08-16,,,,,,,,in orbit
Flock 4BE 32,2024-149AF,,2024-08-16,,,,,,,,in orbit
ICEYE-X33,2024-149CJ,,2024-08-16,,,,,,,,in orbit
Lemur 2 Marhisyam,2024-149BW,,2024-08-16,,,,,,,,in orbit
Capella-15 (Acadia),2024-149CE,,2024-08-16,,,,,,,,in orbit
Umbra-10,2024-149CH,,2024-08-16,,,,,,,,in orbit
GNOMES-5,2024-149DL,,2024-08-16,,,,,,,,in orbit
Flock 4BE 28,2024-149BD,,2024-08-16,,,,,,,,in orbit
Flock 4BE 14,2024-149BB,,2024-08-16,,,,,,,,in orbit
Flock 4BE 1,2024-149BC,,2024-08-16,,,,,,,,in orbit
Lemur 2 Tomatokechup,2024-149D,,2024-08-16,,,,,,,,in orbit
Hawk-10A,2024-149CA,,2024-08-16,,,,,,,,in orbit
Umbra-09,2024-149CB,,2024-08-16,,,,,,,,in orbit
Deimos,2024-149BL,,2024-08-16,,,,,,,,in orbit
Rock,2024-149G,,2024-08-16,,,,,,,,in orbit
Lopen,2024-149F,,2024-08-16,,,,,,,,in orbit
Flock 4BE 24,2024-149AP,,2024-08-16,,,,,,,,in orbit
Flock 4BE 29,2024-149AT,,2024-08-16,,,,,,,,in orbit
Flock 4BE 33,2024-149AL,,2024-08-16,,,,,,,,in orbit
Flock 4BE 11,2024-149AK,,2024-08-16,,,,,,,,in orbit
Flock 4BE 10,2024-149AM,,2024-08-16,,,,,,,,in orbit
Flock 4BE 13,2024-149AW,,2024-08-16,,,,,,,,in orbit
Flock 4BE 2,2024-149AV,,2024-08-16,,,,,,,,in orbit
Tanager 4001,2024-149AR,,2024-08-16,,,,,,,,in orbit
YAM-7,2024-149AN,,2024-08-16,,,,,,,,in orbit
,2024-147*,,2024-08-16,,,,,,,,decayed
FLOCK 4BE 16,2024-149R,,2024-08-16,,,,,,,,in orbit
PTD 4,2024-149DB,,2024-08-16,,,,,,,,in orbit
GNA-3,2024-149BF,,2024-08-16,,,,,,,,in orbit
WREN-1 (Water Resources in Efficient Networks),2024-149L,,2024-08-16,,,,,,,,in orbit
PTD-R (Tyvak-0127),2024-149BH,,2024-08-16,,,,,,,,in orbit
Flock 4BE 27,2024-149AX,,2024-08-16,,,,,,,,in orbit
Flock 4BE 9,2024-149AZ,,2024-08-16,,,,,,,,in orbit
Flock 4BE 6,2024-149BA,,2024-08-16,,,,,,,,in orbit
Flock 4BE 15,2024-149Z,,2024-08-16,,,,,,,,in orbit
Flock 4BE 17,2024-149AA,,2024-08-16,,,,,,,,in orbit
Flock 4BE 26,2024-149S,,2024-08-16,,,,,,,,in orbit
Flock 4BE 25,2024-149V,,2024-08-16,,,,,,,,in orbit
Flock 4BE 20,2024-149X,,2024-08-16,,,,,,,,in orbit
Flock 4BE 31,2024-149W,,2024-08-16,,,,,,,,in orbit
Flock 4BE 23,2024-149Y,,2024-08-16,,,,,,,,in orbit
Flock 4BE 36,2024-149U,,2024-08-16,,,,,,,,in orbit
Tomorrow-S2,2024-149T,,2024-08-16,,,,,,,,in orbit
,2024-149P,,2024-08-16,,,,,,,,in orbit
Flock 4BE 18,2024-149N,,2024-08-16,,,,,,,,in orbit
Flock 4BE 4,2024-149Q,,2024-08-16,,,,,,,,in orbit
Tomorrow-S1,2024-149M,,2024-08-16,,,,,,,,in orbit
,2024-149CG,,2024-08-16,,,,,,,,in orbit
