Name_of_Space_Object,International_Designator,National_Designator_s1,Launch_Date,Launching_State,Launch_Site,Launch_Vehicle,Basic_Perigee,Basic_Apogee,Basic_Inclination,Current_Function,Status
COSMOS 1870,1987-064A,2312,1987-07-25,,,,,,,,decayed
SOYUZ TM-3,1987-063A,2311,1987-07-22,,,,,,,,recovered
COSMOS 1869,1987-062A,2310,1987-07-16,,,,,,,,in orbit
COSMOS 1868,1987-061A,2309,1987-07-14,,,,,,,,decayed
COSMOS 1867,1987-060A,2308,1987-07-10,,,,,,,,in orbit
COSMOS 1866,1987-059A,2307,1987-07-09,,,,,,,,decayed
COSMOS 1865,1987-058A,2306,1987-07-08,,,,,,,,recovered
COSMOS 1864,1987-057A,2305,1987-07-07,,,,,,,,in orbit
COSMOS 1863,1987-056A,2304,1987-07-04,,,,,,,,recovered
COSMOS 1862,1987-055A,2303,1987-07-01,,,,,,,,in orbit
COSMOS 1861,1987-054A,2302,1987-06-23,,,,,,,,in orbit
,1987-053A,------,1987-06-20,,,,,,,,in orbit
COSMOS 1860,1987-052A,2301,1987-06-19,,,,,,,,in orbit
COSMOS 1852,1987-051A,2293,1987-06-16,,,,,,,,in orbit
COSMOS 1853,1987-051B,2294,1987-06-16,,,,,,,,in orbit
COSMOS 1854,1987-051C,2295,1987-06-16,,,,,,,,in orbit
COSMOS 1855,1987-051D,2296,1987-06-16,,,,,,,,in orbit
COSMOS 1856,1987-051E,2297,1987-06-16,,,,,,,,in orbit
COSMOS 1857,1987-051F,2298,1987-06-16,,,,,,,,in orbit
COSMOS 1858,1987-051G,2299,1987-06-16,,,,,,,,in orbit
COSMOS 1859,1987-051H,2300,1987-06-16,,,,,,,,in orbit
COSMOS 1851,1987-050A,2292,1987-06-12,,,,,,,,in orbit
COSMOS 1850,1987-049A,2291,1987-06-09,,,,,,,,in orbit
COSMOS 1849,1987-048A,2290,1987-06-04,,,,,,,,decayed
COSMOS 1848,1987-047A,2289,1987-05-28,,,,,,,,recovered
COSMOS 1847,1987-046A,2288,1987-05-26,,,,,,,,recovered
COSMOS 1846,1987-045A,2287,1987-05-21,,,,,,,,recovered
PROGRESS 30,1987-044A,2286,1987-05-19,,,,,,,,deorbited
,1987-043F,------,1987-05-15,,,,,,,,in orbit
,1987-043E,------,1987-05-15,,,,,,,,in orbit
,1987-043A,------,1987-05-15,,,,,,,,in orbit
COSMOS 1844,1987-041A,2284,1987-05-13,,,,,,,,in orbit
COSMOS 1845,1987-042A,2285,1987-05-13,,,,,,,,recovered
GORIZONT,1987-040A,2283,1987-05-11,,,,,,,,in GSO
COSMOS 1843,1987-039A,2282,1987-05-05,,,,,,,,recovered
COSMOS 1842,1987-038A,2281,1987-04-27,,,,,,,,in orbit
COSMOS 1838,1987-036A,2277,1987-04-24,,,,,,,,decayed
COSMOS 1839,1987-036B,2278,1987-04-24,,,,,,,,decayed
COSMOS 1840,1987-036C,2279,1987-04-24,,,,,,,,decayed
COSMOS 1841,1987-037A,2280,1987-04-24,,,,,,,,recovered
COSMOS 1837,1987-035A,2276,1987-04-22,,,,,,,,recovered
PROGRESS 29,1987-034A,2275,1987-04-21,,,,,,,,deorbited
COSMOS 1836,1987-033A,2274,1987-04-16,,,,,,,,recovered
COSMOS 1835,1987-032A,2273,1987-04-09,,,,,,,,recovered
COSMOS 1834,1987-031A,2272,1987-04-08,,,,,,,,decayed
KVANT,1987-030A,2271,1987-03-31,,,,,,,,deorbited
,1987-029A,---,1987-03-20,,,,,,,,in disposal/graveyard orbit
RADUGA,1987-028A,2270,1987-03-19,,,,,,,,in GSO
COSMOS 1833,1987-027A,2269,1987-03-18,,,,,,,,in orbit
COSMOS 1827,1987-026A,2263,1987-03-13,,,,,,,,in orbit
COSMOS 1828,1987-026B,2264,1987-03-13,,,,,,,,in orbit
COSMOS 1829,1987-026C,2265,1987-03-13,,,,,,,,in orbit
COSMOS 1830,1987-026D,2266,1987-03-13,,,,,,,,in orbit
COSMOS 1831,1987-026E,2267,1987-03-13,,,,,,,,in orbit
COSMOS 1832,1987-026F,2268,1987-03-13,,,,,,,,in orbit
COSMOS 1826,1987-025A,2262,1987-03-11,,,,,,,,recovered
PROGRESS 28,1987-023A,2260,1987-03-03,,,,,,,,deorbited
COSMOS 1825,1987-024A,2261,1987-03-03,,,,,,,,decayed
,1987-022A,------,1987-02-26,,,,,,,,in GSO
COSMOS 1824,1987-021A,2259,1987-02-26,,,,,,,,recovered
COSMOS 1823,1987-020A,2258,1987-02-20,,,,,,,,in orbit
MOS-1 (MOMO-1),1987-018A,------,1987-02-19,,,,,,,,in orbit
COSMOS 1822,1987-019A,2257,1987-02-19,,,,,,,,recovered
COSMOS 1821,1987-017A,2256,1987-02-18,,,,,,,,in orbit
COSMOS 1820,1987-016A,2255,1987-02-14,,,,,,,,decayed
,1987-015A,------,1987-02-12,,,,,,,,in orbit
COSMOS 1819,1987-014A,2254,1987-02-07,,,,,,,,recovered
SOYUZ TM-2,1987-013A,2253,1987-02-06,,,,,,,,recovered
ASTRO C (GINGA),1987-012A,------,1987-02-05,,,,,,,,decayed
COSMOS 1818,1987-011A,2252,1987-02-01,,,,,,,,in orbit
COSMOS 1817,1987-010A,2251,1987-01-30,,,,,,,,decayed
COSMOS 1816,1987-009A,2250,1987-01-29,,,,,,,,in orbit
COSMOS 1815,1987-007A,2248,1987-01-22,,,,,,,,decayed
MOLNIYA 3,1987-008A,2249,1987-01-22,,,,,,,,in orbit
COSMOS 1814,1987-006A,2247,1987-01-21,,,,,,,,in orbit
PROGRESS 27,1987-005A,2246,1987-01-16,,,,,,,,deorbited
COSMOS 1813,1987-004A,2245,1987-01-15,,,,,,,,decayed
COSMOS 1812,1987-003A,2244,1987-01-14,,,,,,,,in orbit
COSMOS 1811,1987-002A,2243,1987-01-09,,,,,,,,recovered
METEOR 2,1987-001A,2242,1987-01-05,,,,,,,,in orbit
COSMOS 1810,1986-102A,2240,1986-12-26,,,,,,,,recovered
MOLNIYA 1,1986-103A,2241,1986-12-26,,,,,,,,decayed
COSMOS 1809,1986-101A,2239,1986-12-18,,,,,,,,in orbit
COSMOS 1808,1986-100A,2238,1986-12-17,,,,,,,,in orbit
COSMOS 1807,1986-099A,2237,1986-12-16,,,,,,,,recovered
COSMOS 1806,1986-098A,2236,1986-12-12,,,,,,,,in orbit
COSMOS 1805,1986-097A,2235,1986-12-10,,,,,,,,in orbit
,1986-096A,------,1986-12-05,,,,,,,,in GSO
COSMOS 1804,1986-095A,2234,1986-12-04,,,,,,,,recovered
COSMOS 1803,1986-094A,2233,1986-12-02,,,,,,,,in orbit
COSMOS 1802,1986-093A,2232,1986-11-24,,,,,,,,in orbit
COSMOS 1794,1986-092A,2224,1986-11-21,,,,,,,,in orbit
COSMOS 1795,1986-092B,2225,1986-11-21,,,,,,,,in orbit
COSMOS 1796,1986-092C,2226,1986-11-21,,,,,,,,in orbit
COSMOS 1797,1986-092D,2227,1986-11-21,,,,,,,,in orbit
COSMOS 1798,1986-092E,2228,1986-11-21,,,,,,,,in orbit
COSMOS 1799,1986-092F,2229,1986-11-21,,,,,,,,in orbit
COSMOS 1800,1986-092G,2230,1986-11-21,,,,,,,,in orbit
COSMOS 1801,1986-092H,2231,1986-11-21,,,,,,,,in orbit
COSMOS 1793,1986-091A,2223,1986-11-20,,,,,,,,decayed
GORIZONT,1986-090A,2222,1986-11-18,,,,,,,,in GSO
MOLNIYA 1,1986-089A,2221,1986-11-16,,,,,,,,in orbit
,1986-088A,------,1986-11-14,,,,,,,,in orbit
COSMOS 1791,1986-086A,2219,1986-11-13,,,,,,,,in orbit
COSMOS 1792,1986-087A,2220,1986-11-13,,,,,,,,recovered
COSMOS 1790,1986-085A,2218,1986-11-04,,,,,,,,recovered
COSMOS 1789,1986-084A,2217,1986-10-31,,,,,,,,recovered
COSMOS 1788,1986-083A,2216,1986-10-27,,,,,,,,decayed
RADUGA,1986-082A,2215,1986-10-25,,,,,,,,in GSO
COSMOS 1786,1986-080A,2213,1986-10-22,,,,,,,,decayed
COSMOS 1787,1986-081A,2214,1986-10-22,,,,,,,,recovered
MOLNIYA 3,1986-079A,2212,1986-10-20,,,,,,,,decayed
COSMOS 1785,1986-078A,2211,1986-10-15,,,,,,,,decayed
RECOVERABLE SATELLITE,1986-076A,2005/37,1986-10-06,,,,,,,,recovered
COSMOS 1784,1986-077A,2210,1986-10-06,,,,,,,,recovered
COSMOS 1783,1986-075A,2209,1986-10-03,,,,,,,,decayed
COSMOS 1782,1986-074A,2208,1986-09-30,,,,,,,,in orbit
,1986-073A,------,1986-09-17,,,,,,,,in orbit
COSMOS 1781,1986-072A,2207,1986-09-17,,,,,,,,recovered
COSMOS 1778,1986-071A,2204,1986-09-16,,,,,,,,in orbit
COSMOS 1779,1986-071B,2205,1986-09-16,,,,,,,,in orbit
COSMOS 1780,1986-071C,2206,1986-09-16,,,,,,,,in orbit
COSMOS 1777,1986-070A,2203,1986-09-10,,,,,,,,in orbit
,1986-069A,------,1986-09-05,,,,,,,,decayed
MOLNIYA 1,1986-068A,2202,1986-09-05,,,,,,,,decayed
COSMOS 1775,1986-066A,2200,1986-09-03,,,,,,,,recovered
COSMOS 1776,1986-067A,2201,1986-09-03,,,,,,,,decayed
COSMOS 1774,1986-065A,2199,1986-08-28,,,,,,,,decayed
COSMOS 1773,1986-064A,2198,1986-08-27,,,,,,,,recovered
COSMOS 1772,1986-063A,2197,1986-08-21,,,,,,,,recovered
COSMOS 1771,1986-062A,2196,1986-08-20,,,,,,,,in orbit
MABES (JINDAI),1986-061C,------,1986-08-12,,,,,,,,in orbit
JAS 1A (FUJI 1),1986-061B,------,1986-08-12,,,,,,,,in orbit
EGP (AJISAI),1986-061A,------,1986-08-12,,,,,,,,in orbit
COSMOS 1770,1986-060A,2195,1986-08-06,,,,,,,,recovered
COSMOS 1769,1986-059A,2194,1986-08-04,,,,,,,,decayed
COSMOS 1768,1986-058A,2193,1986-08-02,,,,,,,,recovered
COSMOS 1767,1986-056A,2191,1986-07-30,,,,,,,,decayed
MOLNIYA 1,1986-057A,2192,1986-07-30,,,,,,,,decayed
COSMOS 1766,1986-055A,2190,1986-07-28,,,,,,,,in orbit
COSMOS 1765,1986-054A,2189,1986-07-24,,,,,,,,recovered
COSMOS 1764,1986-053A,2188,1986-07-17,,,,,,,,recovered
COSMOS 1763,1986-052A,2187,1986-07-16,,,,,,,,in orbit
COSMOS 1762,1986-051A,2186,1986-07-10,,,,,,,,recovered
COSMOS 1761,1986-050A,2185,1986-07-05,,,,,,,,in orbit
COSMOS 1760,1986-048A,2183,1986-06-19,,,,,,,,recovered
MOLNIYA 3,1986-049A,2184,1986-06-19,,,,,,,,decayed
COSMOS 1759,1986-047A,2182,1986-06-18,,,,,,,,in orbit
COSMOS 1758,1986-046A,2181,1986-06-12,,,,,,,,in orbit
COSMOS 1757,1986-045A,2180,1986-06-11,,,,,,,,recovered
GORIZONT,1986-044A,2179,1986-06-10,,,,,,,,in GSO
COSMOS 1748,1986-042A,2170,1986-06-06,,,,,,,,in orbit
COSMOS 1749,1986-042B,2171,1986-06-06,,,,,,,,in orbit
COSMOS 1750,1986-042C,2172,1986-06-06,,,,,,,,in orbit
COSMOS 1751,1986-042D,2173,1986-06-06,,,,,,,,in orbit
COSMOS 1752,1986-042E,2174,1986-06-06,,,,,,,,in orbit
COSMOS 1753,1986-042F,2175,1986-06-06,,,,,,,,in orbit
COSMOS 1754,1986-042G,2176,1986-06-06,,,,,,,,in orbit
COSMOS 1755,1986-042H,2177,1986-06-06,,,,,,,,in orbit
COSMOS 1756,1986-043A,2178,1986-06-06,,,,,,,,recovered
COSMOS 1747,1986-041A,2169,1986-05-29,,,,,,,,recovered
COSMOS 1746,1986-040A,2168,1986-05-28,,,,,,,,recovered
METEOR 2,1986-039A,2167,1986-05-27,,,,,,,,in orbit
EKRAN,1986-038A,2166,1986-05-24,,,,,,,,in GSO
COSMOS 1745,1986-037A,2165,1986-05-23,,,,,,,,in orbit
SOYUZ TM,1986-035A,2163,1986-05-21,,,,,,,,recovered
COSMOS 1744,1986-036A,2164,1986-05-21,,,,,,,,recovered
COSMOS 1743,1986-034A,2162,1986-05-15,,,,,,,,in orbit
COSMOS 1742,1986-033A,2161,1986-05-14,,,,,,,,recovered
PROGRESS 26,1986-032A,2160,1986-04-23,,,,,,,,deorbited
MOLNIYA 3,1986-031A,2159,1986-04-18,,,,,,,,decayed
COSMOS 1741,1986-030A,2158,1986-04-17,,,,,,,,in orbit
COSMOS 1740,1986-029A,2157,1986-04-15,,,,,,,,recovered
COSMOS 1739,1986-028A,2156,1986-04-09,,,,,,,,recovered
COSMOS 1738,1986-027A,2155,1986-04-04,,,,,,,,in GSO
BRASILSAT-A2,1986-026B,---,1986-03-28,,,,,,,,in disposal/graveyard orbit
,1986-026A,------,1986-03-28,,,,,,,,in GSO
COSMOS 1737,1986-025A,2154,1986-03-25,,,,,,,,decayed
COSMOS 1736,1986-024A,2153,1986-03-21,,,,,,,,in orbit
PROGRESS 25,1986-023A,2152,1986-03-19,,,,,,,,deorbited
SOYUZ T-15,1986-022A,2151,1986-03-13,,,,,,,,recovered
COSMOS 1735,1986-021A,2150,1986-02-27,,,,,,,,decayed
COSMOS 1734,1986-020A,2149,1986-02-26,,,,,,,,recovered
VIKING,1986-019B,------,1986-02-22,,,,,,,,in orbit
SPOT 1,1986-019A,1986-1.B,1986-02-22,,,,,,,,in disposal/graveyard orbit
MIR,1986-017A,2147,1986-02-20,,,,,,,,deorbited
COSMOS 1733,1986-018A,2148,1986-02-20,,,,,,,,in orbit
BS-2B (YURI 2B),1986-016A,------,1986-02-12,,,,,,,,in GSO
COSMOS 1732,1986-015A,2146,1986-02-11,,,,,,,,in orbit
,1986-014E,------,1986-02-09,,,,,,,,in orbit
,1986-014A,------,1986-02-09,,,,,,,,in orbit
USA 18,1986-014H,------,1986-02-09,,,,,,,,in orbit
,1986-014F,------,1986-02-09,,,,,,,,in orbit
COSMOS 1731,1986-013A,2145,1986-02-07,,,,,,,,recovered
COSMOS 1730,1986-012A,2144,1986-02-04,,,,,,,,recovered
DFH 2A,1986-010A,2005/32,1986-02-01,,,,,,,,in GSO
COSMOS 1729,1986-011A,2143,1986-02-01,,,,,,,,in orbit
COSMOS 1728,1986-009A,2142,1986-01-28,,,,,,,,recovered
COSMOS 1727,1986-008A,2141,1986-01-23,,,,,,,,in orbit
COSMOS 1726,1986-006A,2139,1986-01-17,,,,,,,,decayed
RADUGA,1986-007A,2140,1986-01-17,,,,,,,,in GSO
COSMOS 1725,1986-005A,2138,1986-01-16,,,,,,,,in orbit
COSMOS 1724,1986-004A,2137,1986-01-15,,,,,,,,recovered
,1986-003B,------,1986-01-12,,,,,,,,in GSO
,1986-003A,------,1986-01-12,,,,,,,,recovered
COSMOS 1716,1986-002A,2129,1986-01-09,,,,,,,,in orbit
COSMOS 1717,1986-002B,2130,1986-01-09,,,,,,,,in orbit
COSMOS 1718,1986-002C,2131,1986-01-09,,,,,,,,in orbit
COSMOS 1719,1986-002D,2132,1986-01-09,,,,,,,,in orbit
COSMOS 1720,1986-002E,2133,1986-01-09,,,,,,,,in orbit
COSMOS 1721,1986-002F,2134,1986-01-09,,,,,,,,in orbit
COSMOS 1722,1986-002G,2135,1986-01-09,,,,,,,,in orbit
COSMOS 1723,1986-002H,2136,1986-01-09,,,,,,,,in orbit
COSMOS 1715,1986-001A,2128,1986-01-08,,,,,,,,recovered
COSMOS 1714,1985-121A,2127,1985-12-28,,,,,,,,decayed
COSMOS 1713,1985-120A,2126,1985-12-27,,,,,,,,recovered
METEOR 2,1985-119A,2125,1985-12-26,,,,,,,,in orbit
MOLNIYA 3,1985-117A,2121,1985-12-24,,,,,,,,in orbit
COSMOS 1710,1985-118A,2122,1985-12-24,,,,,,,,in orbit
COSMOS 1711,1985-118B,2123,1985-12-24,,,,,,,,in orbit
COSMOS 1712,1985-118C,2124,1985-12-24,,,,,,,,in orbit
COSMOS 1709,1985-116A,2120,1985-12-19,,,,,,,,in orbit
,1985-114A,------,1985-12-13,,,,,,,,decayed
,1985-114B,------,1985-12-13,,,,,,,,decayed
COSMOS 1708,1985-115A,2119,1985-12-13,,,,,,,,recovered
COSMOS 1707,1985-113A,2118,1985-12-12,,,,,,,,in orbit
COSMOS 1706,1985-112A,2117,1985-12-11,,,,,,,,recovered
COSMOS 1705,1985-111A,2116,1985-12-03,,,,,,,,recovered
COSMOS 1704,1985-110A,2115,1985-11-28,,,,,,,,in orbit
,1985-109E,------,1985-11-27,,,,,,,,decayed
,1985-109D,------,1985-11-27,,,,,,,,in GSO
AUSSAT 2 (OPTUS A2),1985-109C,------,1985-11-27,,,,,,,,in disposal/graveyard orbit
MORELOS 2,1985-109B,------,1985-11-27,,,,,,,,in GSO
,1985-109A,------,1985-11-27,,,,,,,,recovered
COSMOS 1703,1985-108A,2114,1985-11-23,,,,,,,,in orbit
RADUGA,1985-107A,2113,1985-11-15,,,,,,,,in GSO
COSMOS 1702,1985-106A,2112,1985-11-13,,,,,,,,recovered
COSMOS 1701,1985-105A,2111,1985-11-09,,,,,,,,decayed
,1985-104A,,1985-10-30,,,,,,,,recovered
,1985-104B,------,1985-10-30,,,,,,,,decayed
MOLNIYA 1,1985-103A,2110,1985-10-28,,,,,,,,decayed
COSMOS 1699,1985-101A,2108,1985-10-25,,,,,,,,recovered
COSMOS 1700,1985-102A,2109,1985-10-25,,,,,,,,in GSO
METEOR 3,1985-100A,2107,1985-10-24,,,,,,,,in orbit
MOLNIYA 1,1985-099A,2106,1985-10-23,,,,,,,,decayed
COSMOS 1697,1985-097A,2104,1985-10-22,,,,,,,,in orbit
COSMOS 1698,1985-098A,2105,1985-10-22,,,,,,,,in orbit
RECOVERABLE SATELLITE,1985-096A,2005/31,1985-10-21,,,,,,,,recovered
COSMOS 1696,1985-095A,2103,1985-10-16,,,,,,,,recovered
COSMOS 1690,1985-094A,2097,1985-10-10,,,,,,,,in orbit
COSMOS 1691,1985-094B,2098,1985-10-10,,,,,,,,in orbit
COSMOS 1692,1985-094C,2099,1985-10-10,,,,,,,,in orbit
COSMOS 1693,1985-094D,2100,1985-10-10,,,,,,,,in orbit
COSMOS 1694,1985-094E,2101,1985-10-10,,,,,,,,in orbit
COSMOS 1695,1985-094F,2102,1985-10-10,,,,,,,,in orbit
,1985-093A,------,1985-10-09,,,,,,,,in orbit
,1985-092A,,1985-10-03,,,,,,,,recovered
,1985-092C,------,1985-10-03,,,,,,,,in GSO
,1985-092B,------,1985-10-03,,,,,,,,in GSO
COSMOS 1689,1985-090A,2096,1985-10-03,,,,,,,,decayed
MOLNIYA 3,1985-091A,2096A,1985-10-03,,,,,,,,decayed
COSMOS 1688,1985-089A,2095,1985-10-02,,,,,,,,decayed
COSMOS 1687,1985-088A,2094,1985-09-30,,,,,,,,in orbit
,1985-087A,---,1985-09-28,,,,,,,,in GSO
COSMOS 1686,1985-086A,2093,1985-09-27,,,,,,,,decayed
COSMOS 1685,1985-085A,2092,1985-09-26,,,,,,,,recovered
COSMOS 1684,1985-084A,2091,1985-09-24,,,,,,,,in orbit
COSMOS 1682,1985-082A,2089,1985-09-19,,,,,,,,decayed
COSMOS 1683,1985-083A,2090,1985-09-19,,,,,,,,recovered
SOYUZ T-14,1985-081A,2088,1985-09-17,,,,,,,,recovered
COSMOS 1681,1985-080A,2087,1985-09-06,,,,,,,,recovered
COSMOS 1680,1985-079A,2086,1985-09-04,,,,,,,,in orbit
COSMOS 1678,1985-077A,2084,1985-08-29,,,,,,,,recovered
COSMOS 1679,1985-078A,2085,1985-08-29,,,,,,,,recovered
,1985-076A,,1985-08-27,,,,,,,,recovered
------,1985-076D,------,1985-08-27,,,,,,,,in GSO
,1985-076C,------,1985-08-27,,,,,,,,in GSO
AUSSAT 1 (OPTUS A1),1985-076B,------,1985-08-27,,,,,,,,in disposal/graveyard orbit
COSMOS 1677,1985-075A,2083,1985-08-23,,,,,,,,in orbit
MOLNIYA 1,1985-074A,2082,1985-08-22,,,,,,,,decayed
PLANET A (SUISEI),1985-073A,------,1985-08-18,,,,,,,,heliocentric
COSMOS 1676,1985-072A,2081,1985-08-16,,,,,,,,recovered
COSMOS 1675,1985-071A,2080,1985-08-12,,,,,,,,in orbit
RADUGA,1985-070A,2079,1985-08-09,,,,,,,,in GSO
COSMOS 1673,1985-068A,2077,1985-08-08,,,,,,,,recovered
COSMOS 1674,1985-069A,2078,1985-08-08,,,,,,,,in orbit
COSMOS 1672,1985-067A,2076,1985-08-07,,,,,,,,recovered
,1985-066B,------,1985-08-03,,,,,,,,in orbit
,1985-066A,------,1985-08-03,,,,,,,,in orbit
COSMOS 1671,1985-065A,2075,1985-08-02,,,,,,,,recovered
COSMOS 1670,1985-064A,2074,1985-08-01,,,,,,,,in orbit
,1985-063A,,1985-07-29,,,,,,,,recovered
,1985-063B,---,1985-07-29,,,,,,,,recovered
COSMOS 1669,1985-062A,2073,1985-07-19,,,,,,,,deorbited
MOLNIYA 3,1985-061A,2072,1985-07-17,,,,,,,,decayed
COSMOS 1668,1985-060A,2071,1985-07-15,,,,,,,,recovered
COSMOS 1667,1985-059A,2070,1985-07-10,,,,,,,,recovered
COSMOS 1666,1985-058A,2069,1985-07-08,,,,,,,,in orbit
COSMOS 1665,1985-057A,2068,1985-07-03,,,,,,,,recovered
GIOTTO,1985-056A,ESA/85/02,1985-07-02,,,,,,,,heliocentric
,1985-055A,------,1985-06-30,,,,,,,,in GSO
COSMOS 1664,1985-054A,2067,1985-06-26,,,,,,,,recovered
------,1985-053A,------,1985-06-21,,,,,,,,decayed
PROGRESS 24,1985-051A,2065,1985-06-21,,,,,,,,deorbited
COSMOS 1663,1985-052A,2066,1985-06-21,,,,,,,,recovered
COSMOS 1662,1985-050A,2064,1985-06-19,,,,,,,,decayed
COSMOS 1661,1985-049A,2063,1985-06-18,,,,,,,,in orbit
,1985-048C,---,1985-06-17,,,,,,,,in GSO
MORELOS 1,1985-048B,------,1985-06-17,,,,,,,,in GSO
,1985-048A,------,1985-06-17,,,,,,,,recovered
,1985-048E,------,1985-06-17,,,,,,,,recovered
,1985-048D,------,1985-06-17,,,,,,,,in GSO
COSMOS 1660,1985-047A,2062,1985-06-14,,,,,,,,in orbit
COSMOS 1659,1985-046A,2061,1985-06-13,,,,,,,,recovered
COSMOS 1658,1985-045A,2060,1985-06-11,,,,,,,,decayed
COSMOS 1657,1985-044A,2059,1985-06-07,,,,,,,,recovered
SOYUZ T-13,1985-043A,2058,1985-06-06,,,,,,,,recovered
COSMOS 1655,1985-041A,2056,1985-05-30,,,,,,,,in orbit
COSMOS 1656,1985-042A,2057,1985-05-30,,,,,,,,in orbit
MOLNIYA 3,1985-040A,2055,1985-05-29,,,,,,,,in orbit
COSMOS 1654,1985-039A,2054,1985-05-23,,,,,,,,decayed
COSMOS 1653,1985-038A,2053,1985-05-22,,,,,,,,recovered
COSMOS 1650,1985-037A,2050,1985-05-17,,,,,,,,in orbit
COSMOS 1651,1985-037B,2051,1985-05-17,,,,,,,,in orbit
COSMOS 1652,1985-037C,2052,1985-05-17,,,,,,,,in orbit
COSMOS 1649,1985-036A,2049,1985-05-15,,,,,,,,recovered
,1985-035A,------,1985-05-08,,,,,,,,in GSO
TELECOM 1B,1985-035B,1985-2.B,1985-05-08,,,,,,,,in GSO
,1985-034B,------,1985-04-29,,,,,,,,decayed
,1985-034A,------,1985-04-29,,,,,,,,recovered
PROGNOZ-10 INTERCOSMOS,1985-033A,2048,1985-04-26,,,,,,,,decayed
COSMOS 1648,1985-032A,2047,1985-04-25,,,,,,,,recovered
COSMOS 1646,1985-030A,2045,1985-04-19,,,,,,,,decayed
COSMOS 1647,1985-031A,2046,1985-04-19,,,,,,,,recovered
COSMOS 1645,1985-029A,2044,1985-04-16,,,,,,,,recovered
------,1985-028C,------,1985-04-12,,,,,,,,in GSO
,1985-028A,------,1985-04-12,,,,,,,,recovered
ANIK C1,1985-028B,------,1985-04-12,,,,,,,,in GSO
COSMOS 1644,1985-027A,2043,1985-04-03,,,,,,,,recovered
COSMOS 1643,1985-026A,2042,1985-03-25,,,,,,,,recovered
,1985-025A,------,1985-03-22,,,,,,,,in GSO
EKRAN,1985-024A,2041,1985-03-22,,,,,,,,in GSO
COSMOS 1635,1985-023A,2033,1985-03-21,,,,,,,,in orbit
COSMOS 1636,1985-023B,2034,1985-03-21,,,,,,,,in orbit
COSMOS 1637,1985-023C,2035,1985-03-21,,,,,,,,in orbit
COSMOS 1638,1985-023D,2036,1985-03-21,,,,,,,,in orbit
COSMOS 1639,1985-023E,2037,1985-03-21,,,,,,,,in orbit
COSMOS 1640,1985-023F,2038,1985-03-21,,,,,,,,in orbit
COSMOS 1641,1985-023G,2039,1985-03-21,,,,,,,,in orbit
COSMOS 1642,1985-023H,2040,1985-03-21,,,,,,,,in orbit
COSMOS 1634,1985-022A,2032,1985-03-14,,,,,,,,in orbit
,1985-021A,------,1985-03-13,,,,,,,,in orbit
COSMOS 1633,1985-020A,2031,1985-03-05,,,,,,,,decayed
COSMOS 1632,1985-019A,2030,1985-03-01,,,,,,,,recovered
COSMOS 1630,1985-017A,2028,1985-02-27,,,,,,,,recovered
COSMOS 1631,1985-018A,2029,1985-02-27,,,,,,,,decayed
COSMOS 1629,1985-016A,2027,1985-02-21,,,,,,,,in GSO
,1985-015A,------,1985-02-08,,,,,,,,in GSO
,1985-014A,------,1985-02-08,,,,,,,,in orbit
,1985-015B,------,1985-02-08,,,,,,,,in disposal/graveyard orbit
COSMOS 1628,1985-012A,2025,1985-02-06,,,,,,,,recovered
METEOR 2,1985-013A,2026,1985-02-06,,,,,,,,in orbit
COSMOS 1627,1985-011A,2024,1985-02-01,,,,,,,,in orbit
,1985-010A,,1985-01-24,,,,,,,,recovered
,1985-010B,------,1985-01-24,,,,,,,,in GSO
Cosmos-1626,1985-009A,2023,1985-01-24,,,,,,,,decayed
COSMOS 1625,1985-008A,2022,1985-01-23,,,,,,,,decayed
GORIZONT,1985-007A,2021,1985-01-18,,,,,,,,in GSO
COSMOS 1624,1985-006A,2020,1985-01-17,,,,,,,,in orbit
MOLNIYA 3,1985-004A,2018,1985-01-16,,,,,,,,decayed
COSMOS 1623,1985-005A,2019,1985-01-16,,,,,,,,recovered
COSMOS 1617,1985-003A,2012,1985-01-15,,,,,,,,in orbit
COSMOS 1618,1985-003B,2013,1985-01-15,,,,,,,,in orbit
COSMOS 1619,1985-003C,2014,1985-01-15,,,,,,,,in orbit
COSMOS 1620,1985-003D,2015,1985-01-15,,,,,,,,in orbit
COSMOS 1621,1985-003E,2016,1985-01-15,,,,,,,,in orbit
COSMOS 1622,1985-003F,2017,1985-01-15,,,,,,,,in orbit
COSMOS 1616,1985-002A,2011,1985-01-09,,,,,,,,recovered
MS-T5 (SAKIGAKE),1985-001A,------,1985-01-07,,,,,,,,heliocentric
,1984-129A,------,1984-12-22,,,,,,,,in GSO
VEGA 2,1984-128A,2010,1984-12-21,,,,,,,,heliocentric
COSMOS 1615,1984-127A,2009,1984-12-20,,,,,,,,decayed
COSMOS 1614,1984-126A,2008,1984-12-19,,,,,,,,recovered
VEGA 1,1984-125A,2007,1984-12-15,,,,,,,,heliocentric
MOLNIYA 1,1984-124A,2006,1984-12-14,,,,,,,,in orbit
,1984-123A,------,1984-12-12,,,,,,,,in orbit
,1984-122A,------,1984-12-04,,,,,,,,in orbit
COSMOS 1613,1984-121A,2005,1984-11-29,,,,,,,,recovered
COSMOS 1612,1984-120A,2004,1984-11-27,,,,,,,,decayed
COSMOS 1611,1984-119A,2003,1984-11-21,,,,,,,,recovered
COSMOS 1610,1984-118A,2002,1984-11-15,,,,,,,,in orbit
,1984-115A,------,1984-11-14,,,,,,,,in GSO
